,coefficient
DLK1,-0.02603278941022599
DNAJB8,-0.010421811477311313
DOK2,0.12393719969396465
DPP4,-0.01427849495501556
DPP7,0.0
DPT,-0.007055736855009062
DUOX2,0.0
EDIL3,0.04690998964770514
EFEMP1,-0.10053285396994685
EGFR,0.0
EIF4EBP1,-0.043481125521268274
ENG,0.01167167287339137
ENPP2,-0.004783284043999789
ENTPD5,0.004261374110933443
ENTPD6,0.0
EPHB4,0.011061297028888488
EPHX2,0.0003209685227344235
ESAM,0.0
F7,-0.03688061553542131
F9,0.0
FABP2,0.0
FABP4,0.0
FABP6,-0.03311915686784635
FADD,0.0
FAM3C,-0.05229917699445802
FAP,-0.05415142812203511
FAS,-0.009454888284000085
FBP1,0.0
FCGR2A,0.0
FCGR3B,-0.00941845316198817
FCN2,0.0
FCRL1,-0.019966971408117342
FETUB,0.028436072187606975
FUCA1,0.0
GAS6,0.017667585459165715
GDF15,0.08228946713114355
GDF2,-0.02568520568127812
GGH,0.0
GH1,-0.003422028183954685
GHRL,0.0
GLO1,0.06361964244110413
GLRX,-0.013881345611956728
GP1BA,0.0
GP2,0.07203507026158366
GPR37,0.03263393055166209
GRAP2,0.0
GRK5,0.021541585419629788
GSTA1,0.0
GUSB,0.0
GYS1,-0.022403161715639924
GZMH,0.0
HEBP1,-0.026063448317933318
HK2,-0.020094210913659483
HMOX1,-0.05084006460025517
HNRNPK,0.0
HSPB1,-0.011924748358067712
HSPG2,0.0005562738932426927
HYAL1,0.0
HYOU1,0.054229986196148224
ICAM1,0.02377871747009238
ICAM2,-0.028081116960267036
ICAM3,0.03813958414857343
ICAM5,0.0534038431007684
IGFBP1,0.0
IGFBP2,0.0
IGFBP3,-0.005374231830694619
IGFBP6,-0.0634010682924489
IGFBP7,0.06426397668450681
IGFBPL1,0.0
IGSF8,0.0
IL18BP,-0.021718797794324327
IL1RL1,0.06910675042200316
IL2RA,0.0
IL6R,-0.026948909551051742
IL6ST,0.0
IRAG2,0.0
ITGB1,-0.0010065945185147912
ITGB1BP2,0.0
ITGB2,-0.06493110532902258
ITIH3,0.0
KIT,0.006523955038045006
KITLG,-0.004504571188359106
KYAT1,-0.04386759872930435
LACTB2,0.0
LBP,-0.012556428098447337
LDLR,0.0
LEP,0.010771605021883238
LEPR,0.0
LGALS1,-0.004794549335898527
LGALS3,-0.023239837375367695
LILRA5,0.03877300430226972
LILRB1,0.0
LILRB2,-0.02612266346307898
LILRB5,-0.012042582555329456
LPL,0.0
LRP11,0.021551962950393497
LTBP2,0.01783708006501952
MARCO,-0.014411481458785496
MB,0.0
MCAM,0.0
MCFD2,0.0
MEGF9,0.0
MEP1B,-0.016261415311967606
MET,-0.031672609214772586
MFAP3,0.009579205581612628
MFAP5,0.0
MMP7,0.06421143554300912
MNDA,0.0
MPHOSPH8,0.0
MSMB,0.0
MSTN,0.0025891827220450737
MTPN,0.003423333571126192
NADK,-0.05198334089110347
NCAM1,0.0006304548098880927
NECTIN2,0.003615287059892323
NID1,0.026597227223342748
NOTCH1,-0.025989736926615215
NOTCH3,-0.03048061622796076
NPDC1,0.0
NPPB,0.037337825252823885
NPTXR,-0.02780131734558611
NRCAM,0.061773041088221604
NRP1,0.0
NTRK2,0.0
OLR1,0.05566730679185159
OSMR,0.031063480659732638
PAG1,0.0
PAM,0.0
PCDH17,0.0
PCSK9,0.03132956930848436
PDCD6,0.00025477793285613005
PDGFA,0.0
PDGFRA,0.0
PDGFRB,0.0
PEAR1,0.0
PGLYRP1,0.032316393955020555
PILRB,0.004589854759649015
PLA2G1B,-0.0427514479623522
PLA2G2A,-0.0035725325378622016
PLAT,0.0
PLIN3,0.0
PLPBP,0.0
PLTP,-0.0028960593038634182
PLXNB2,0.040012687563579584
PLXNB3,0.0
PM20D1,-0.010923778933032164
PON2,0.0
PPIB,0.0
PPP1R2,0.0
PRCP,0.0
PRKAR1A,-0.004250221766458005
PROC,0.0
PRSS2,0.0
PRSS27,0.030722714736111493
PTGDS,0.0
PTN,0.0
PTPRF,-0.03801934022357016
PTPRS,0.0
QDPR,-0.0070501116137829
QPCT,-0.01336103872052645
RARRES2,0.0
RCOR1,-0.008627812323310955
REG1A,0.0
REG1B,0.03687998656284674
REG3A,-0.009169535737506637
REN,0.08496148218683529
RETN,-0.023623667115664868
RNASE3,-0.027622712431613215
RNASET2,0.03828915100971785
ROR1,0.0
S100A11,0.08957572468225372
S100P,0.0
SCARF1,0.0
SDC1,0.02333778407367409
SDC4,-0.10814344018394646
SELE,0.0
SELP,0.0
SEMA3F,0.0
SEMA7A,0.009711265310846153
SERPINA11,-0.010069040221741592
SERPINB5,0.0570538179235548
SERPINE1,0.035645997013905514
SFTPD,0.0
SIGLEC7,0.0
SIRPA,-0.007985559387189166
SLITRK6,-0.04269680561787735
SNAP23,0.0
SNX9,0.0
SORT1,0.0
SOST,-0.034557537135148135
SPARCL1,0.0
SPON2,0.0
SPP1,0.10923631233600119
SSC4D,-0.023952614642994776
SSC5D,-0.0167160193193426
ST6GAL1,0.0054487472920224725
STK11,0.0
STK4,-0.00377239530696259
SUSD1,0.008468169983059718
TCL1B,-0.010362948147877755
TCN2,0.0005461434882903933
TFF3,0.09084263870516061
TFPI,-0.0002543057086932147
TFRC,0.00733605663578697
TGFBI,0.028824687972218137
TGFBR3,0.0
TGM2,0.004379870373113301
THBD,0.03133628022199465
THBS4,0.04843482516745006
THOP1,0.06782436830266665
THPO,0.0
TIA1,-0.001734096310299028
TIE1,0.0
TIMD4,0.0
TIMP1,0.0
TINAGL1,0.012326330268126911
TNC,0.047087528467901305
TNF,0.0
TNFRSF10C,0.0
TNFSF13B,0.07451765498392553
TNNI3,0.029955440767845967
TP53INP1,0.0
TSHB,0.006337152860499833
TSLP,0.0
TSPAN1,-0.03595299273338306
TYMP,0.007529442974717313
TYRO3,0.014869880626360629
UMOD,-0.0766735045068249
USP8,0.0
VAMP5,0.0
VASN,-0.0013321533452059454
VCAM1,0.0
VIM,0.0038676017936594737
VSIR,0.0
VSTM2L,0.011530624998066738
VWF,0.0
WASF1,0.0
XG,-0.07186295773963389
ZBTB17,0.0
Clinical_LDL_C,0.0
VLDL_size,0.0
LDL_size,-0.039978666565652576
HDL_size,0.0
Phosphoglyc,0.0
Cholines,0.0
Phosphatidylc,0.0
Sphingomyelins,0.007938122877138883
ApoB,0.0
ApoA1,0.0
Unsaturation,0.0
Omega_3,-0.11113875145262403
Omega_6,0.0
MUFA,0.0
SFA,0.0
LA,0.0
DHA,0.0
Ala,-0.041620432404247815
Gln,-0.0045813561598841875
Gly,0.028746428755888634
His,0.0
Ile,0.0
Leu,0.0
Val,-0.03220780299326628
Phe,0.0
Tyr,0.006641222714256009
Glucose,0.010075962341267753
Lactate,-0.018016237903721616
Pyruvate,0.0
Citrate,-0.021953083440994916
bOHbutyrate,0.0
Acetate,0.02723724804323392
Acetoacetate,-0.020704222973656428
Acetone,0.034846876834483384
Creatinine,0.0
Albumin,0.0422327169905897
GlycA,0.05856313346010677
XXL_VLDL_P,-0.00019968431025619383
XXL_VLDL_PL,0.0
XXL_VLDL_CE,0.0
XXL_VLDL_FC,0.0
XXL_VLDL_TG,-0.018277004916544257
XL_VLDL_P,0.0
XL_VLDL_PL,0.0
XL_VLDL_CE,0.0
XL_VLDL_FC,0.0
XL_VLDL_TG,-0.005616947141261791
L_VLDL_P,0.0
L_VLDL_PL,0.0
L_VLDL_CE,0.0
L_VLDL_FC,0.0
L_VLDL_TG,0.0
M_VLDL_P,0.0
M_VLDL_PL,0.0
M_VLDL_CE,0.0
M_VLDL_FC,0.0
M_VLDL_TG,0.0
S_VLDL_P,0.0
S_VLDL_PL,0.0
S_VLDL_CE,0.0
S_VLDL_FC,0.0
S_VLDL_TG,0.0
XS_VLDL_P,0.0
XS_VLDL_PL,0.0
XS_VLDL_CE,0.0625578528639382
XS_VLDL_FC,0.0
XS_VLDL_TG,0.0
IDL_P,0.0
IDL_PL,0.0
IDL_CE,0.0
IDL_FC,0.0
IDL_TG,0.0
L_LDL_P,0.0
L_LDL_PL,0.0
L_LDL_CE,0.0
L_LDL_FC,0.0
L_LDL_TG,0.0
M_LDL_P,0.0
M_LDL_PL,0.0
M_LDL_CE,0.0
M_LDL_FC,0.0
M_LDL_TG,-0.018384191491940313
S_LDL_P,0.0
S_LDL_PL,0.0
S_LDL_CE,0.0
S_LDL_FC,0.0
S_LDL_TG,-0.020538228773600203
XL_HDL_P,0.0
XL_HDL_PL,0.0
XL_HDL_CE,0.0
XL_HDL_FC,0.0
XL_HDL_TG,0.0
L_HDL_P,0.0
L_HDL_PL,0.0
L_HDL_CE,0.0
L_HDL_FC,0.0
L_HDL_TG,0.0
M_HDL_P,0.0
M_HDL_PL,0.0
M_HDL_CE,0.0
M_HDL_FC,0.0
M_HDL_TG,0.0
S_HDL_P,-0.005100012688999089
S_HDL_PL,-0.0037425229745531685
S_HDL_CE,-0.012015194458121244
S_HDL_FC,0.0
S_HDL_TG,0.0
