,coefficient
PON2,-0.0009220736889698268
PPIB,0.0
PPP1R2,0.0
PRCP,0.0018752812210051902
PRKAR1A,-0.0
PROC,0.0018821658294768686
PRSS2,0.0
PRSS27,-0.0007136140176267632
PTGDS,0.002466003924482429
PTN,0.00011568206987109615
PTPRF,-0.002145331122259292
PTPRS,0.0005956930603611666
QDPR,-0.0009426811632822532
QPCT,-0.0
RARRES2,0.0017470855302540423
RCOR1,0.0
REG1A,-0.0
REG1B,-0.0
REG3A,0.0
REN,0.003789072872806688
RETN,-0.0
RNASE3,0.0
RNASET2,0.0
ROR1,-0.0
S100A11,-0.0029785463087796163
S100P,0.0
SCARF1,-0.0
SDC1,1.9790376260836712e-05
SDC4,-0.0008907746452083939
SELE,-0.0
SELP,-0.0
SEMA3F,-0.002689855661878538
SEMA7A,-0.0
SERPINA11,-0.0
SERPINB5,0.0
SERPINE1,-0.0
SFTPD,-0.00043005143358442285
SIGLEC7,0.0
SIRPA,0.0
SLITRK6,-0.0006721056126218854
SNAP23,-0.0
SNX9,-0.0
SORT1,-0.0
SOST,-0.003795325745512786
SPARCL1,0.0006041700566546998
SPON2,-0.0
SPP1,-0.0
SSC4D,-0.0
SSC5D,0.001306906296079211
ST6GAL1,-0.0
STK11,0.0
STK4,0.0013776128055142157
SUSD1,-0.0027292793308325465
TCL1B,-0.0
TCN2,-0.0
TFF3,0.0
TFPI,-0.0008398578589559648
TFRC,0.0
TGFBI,-0.0
TGFBR3,0.0015639890007308498
TGM2,0.0
THBD,-0.0
THBS4,0.0
THOP1,0.0
THPO,0.0
TIA1,0.0
TIE1,-0.0
TIMD4,0.0
TIMP1,0.0
TINAGL1,-0.0
TNC,0.0
TNF,0.0007013931136653729
TNFRSF10C,-0.0005348938981836199
TNFSF13B,0.0028888578264535565
TNNI3,-0.0016094711156312133
TP53INP1,-0.0
TSHB,-0.003076082190403223
TSLP,0.0
TSPAN1,-0.0013820741824359028
TYMP,-0.0
TYRO3,-0.0
UMOD,-8.66082619151882e-05
USP8,0.0
VAMP5,-0.00020062120542063087
VASN,0.0
VCAM1,-0.0
VIM,-5.742078852158317e-05
VSIR,-0.0013016784253051985
VSTM2L,0.0
VWF,0.00043310903307643546
WASF1,0.0
XG,-0.0
ZBTB17,-0.0006904061852484371
age,-0.002608472809461814
