,coefficient
DNPH1,0.0
DOK2,0.0
DPEP1,-0.00068186123993969
DPEP2,0.0
DPP10,0.016602361785419364
DPP4,-0.008697821554722004
DPP6,-0.015497638766605698
DPP7,0.0
DPT,-0.011491065235788675
DPY30,0.0
DRAXIN,-0.03443768672943994
DRG2,0.0
DSC2,0.0
DSG2,0.0
DSG3,0.015375718043190555
DSG4,-0.0018865827775680552
DTX3,0.0
DUOX2,0.004348469444570623
DUSP3,0.0
EBAG9,0.0
EBI3_IL27,0.0
ECE1,-0.0006813582893313595
EDA2R,0.0
EDAR,0.0
EDIL3,0.020443253784253792
EFEMP1,-0.04484728509014962
EFNA1,0.0
EFNA4,0.0
EGF,0.0
EGFL7,0.0
EGFR,0.0
EGLN1,0.0
EIF4B,0.0
EIF4EBP1,0.0
EIF4G1,0.0
EIF5A,0.005841772723018002
ELOA,0.0
ENAH,0.015802602713300706
ENG,0.0
ENO1,0.0
ENO2,0.0
ENPP2,0.0
ENPP5,0.0
ENTPD2,0.019010732697010663
ENTPD5,0.026681605939812787
ENTPD6,-0.006240048868799304
EPCAM,0.0
EPHA1,0.0
EPHA10,0.0
EPHB4,0.0
EPHB6,0.0
EPHX2,0.0
EPO,0.0001574650939248239
EPS8L2,0.0
ERBB2,0.005410335121716378
ERBB3,0.0
ERBB4,0.0
ERBIN,0.0
EREG,0.0
ERP44,0.0
ESAM,0.0
ESM1,-0.0019085789594855225
EZR,0.0
F11R,0.0
F2R,0.0
F3,0.0
F7,-0.0007580681846405496
F9,0.0
FABP1,0.0
FABP2,-0.005061676273659722
FABP4,0.0
FABP5,0.0
FABP6,0.0
FABP9,0.003575652175482222
FADD,0.0
FAM3B,-0.0033409586404970926
FAM3C,-0.012508073486119006
FAP,-0.057460757135355714
FAS,0.0
FASLG,0.0
FBP1,0.0
FCAR,-0.025014233256935296
FCER2,-0.0009404069734145358
FCGR2A,0.010371835040029347
FCGR2B,-0.0035518909087099747
FCGR3B,0.0
FCN2,0.0
FCRL1,0.0
FCRL2,-0.04099020413171924
FCRL3,0.0
FCRL5,0.0
FCRL6,0.0
FCRLB,0.020836486681897536
FEN1,0.0
FES,0.0
FETUB,0.0
FGF19,0.0
FGF2,0.015560965047184992
FGF21,0.0
FGF23,0.0
FGF5,-0.0008715589335134198
FGFBP1,0.0
FGFR2,-0.0151310920774148
FGR,0.0
FHIT,0.0
FIS1,0.0
FKBP1B,0.0
FKBP4,0.0
FKBP5,0.02560830883027625
FKBP7,0.0
FLI1,-0.00027615370703213966
FLRT2,0.0
FLT1,0.0021994169194064256
FLT3,-0.006673134556107885
FLT3LG,0.0
FLT4,-0.020612645795928766
FMNL1,0.0
FMR1,0.0
FOLR1,0.0
FOLR2,0.0
FOLR3,0.0
FOSB,0.0
FOXO1,0.0
FOXO3,-0.02514520348455524
FRZB,0.0
FST,-0.021569780185774146
FSTL3,0.0
FUCA1,0.0
FURIN,0.0
FUS,0.012162479067315176
FUT3_FUT5,0.0
FUT8,0.0
FXN,0.0
FXYD5,-0.007609487482011711
FYB1,0.0
GAL,-0.0224008071688709
GALNT10,0.026773753093582115
GALNT2,0.0
GALNT3,0.0017964487314449768
GALNT7,-0.01276115304010271
GAS6,0.022941824205480365
GBP2,0.0
GBP4,0.0
GCG,0.0
GCNT1,-0.028824893187054713
GDF15,0.011719192554261194
GDF2,0.0
GDNF,0.0
GFAP,0.00976478785900593
GFER,0.0
GFOD2,0.0
GFRA1,0.0
GFRA2,0.0
GFRA3,-0.018743184258481874
GGA1,0.0
GGH,0.006973699102373935
GGT1,0.0
GGT5,0.0
GH1,0.0
GH2,0.0
GHRHR,0.005658332398931785
GHRL,0.0
GKN1,0.0
GLB1,0.0
GLO1,0.01125311808610231
GLOD4,0.0
GLRX,0.0
GLT8D2,0.0
GMPR,0.0
GNE,0.0
GNLY,-0.02713146499521766
GOLM2,0.0
GOPC,0.0
GP1BA,0.0
GP2,0.03558214749035479
GP6,0.0
GPA33,3.0392099841272446e-05
GPC1,0.016381832228012885
GPC5,0.0
GPKOW,0.04126136001255492
GPR37,0.008859498720429562
GRAP2,0.0
GRK5,0.0036142987055933205
GRN,0.0
GRPEL1,0.0
GSAP,0.0
GSTA1,0.015266294373527013
GSTA3,0.0
GSTP1,-0.009209992630027567
GUCA2A,0.0
GUSB,0.0
GYS1,0.0
GZMA,-0.03383703389855953
GZMB,0.0
GZMH,0.0
HAGH,0.0
HAO1,0.006751728407285363
HARS1,0.0
HAVCR1,0.030217575003814473
HAVCR2,-0.0278698115376257
HBEGF,0.0
HBQ1,0.0
HCLS1,0.0
HDGF,0.0035777769658961508
HEBP1,-0.014153217165737251
HEXIM1,0.0
HGF,0.05114155435372759
HGS,0.0
HK2,0.0
HLA_DRA,0.0
HLA_E,-0.00701044693151561
HMBS,0.0
HMOX1,0.0
HMOX2,0.021547633666993724
HNMT,0.0
HNRNPK,0.0
HPCAL1,0.0
HPGDS,-0.027304496693844167
HS3ST3B1,0.0
HS6ST1,0.0
HSD11B1,0.0
HSP90B1,0.0003405912765806658
HSPA1A,0.0
HSPB1,0.0
HSPB6,0.0
HSPG2,0.0
HTRA2,0.0
HYAL1,0.0
HYOU1,0.031877594755814094
ICA1,0.0
ICAM1,0.0
ICAM2,0.0
ICAM3,0.040667505477508886
ICAM4,0.0
ICAM5,0.023017946017521336
ICOSLG,0.0
IDI2,0.0
IDS,0.0
IDUA,0.0025078439253075906
IFNG,-0.01665488141020217
IFNGR1,0.0
IFNGR2,0.0
IFNL1,0.0
IFNLR1,0.018272394302497646
IGF1R,-0.027408494945219943
IGF2R,0.00643941004513719
IGFBP1,0.037644010217698386
IGFBP2,0.0
IGFBP3,-0.02521306007058758
IGFBP4,0.0
IGFBP6,-0.050194707205878056
IGFBP7,0.015903664514663608
IGFBPL1,0.0
IGSF3,0.0
IGSF8,0.0
IKBKG,0.0
IKZF2,0.0
IL10,0.008502246401080832
IL10RA,-0.020924575498761085
IL10RB,0.00135567458590572
IL11,0.0
IL12A_IL12B,0.0
IL12B,0.0
IL12RB1,0.00826711965189805
IL13,0.0
IL13RA1,0.02437347523307794
IL15,0.04080805764988023
IL15RA,0.0
IL16,0.0
IL17A,-0.02563141103641123
IL17C,0.026838244193717928
IL17D,-0.04488684576919427
IL17F,0.0
IL17RA,-0.006819100328361992
IL17RB,0.0
IL18,-0.005734676993361678
IL18BP,-0.05618102363369001
IL18R1,0.0
IL18RAP,0.002541251030320797
IL1A,0.0
IL1B,0.011003620628211974
IL1R1,0.017032024796577276
IL1R2,0.0
IL1RAP,0.0030392911808965876
IL1RL1,0.020486861899689995
IL1RL2,-0.029244126907334595
IL1RN,0.0
IL2,0.0
IL20,-0.008855007972284347
IL20RA,0.016366141143384517
IL22RA1,0.0
IL24,0.0
IL2RA,0.0
IL2RB,0.0
IL32,-0.004726180751374778
IL33,0.0
IL34,0.0
IL3RA,-0.01252572431213369
IL4,0.0
IL4R,0.005974413945088489
IL5,0.0
IL5RA,-0.02969395624385879
IL6,0.005318482635559523
IL6R,0.0
IL6ST,-0.005392658835776933
IL7,0.0
IL7R,0.0
ILKAP,0.0
IMPA1,0.0
ING1,0.0017631390990166048
INHBC,0.0
INPP1,0.0
INPPL1,0.0
IPCEF1,0.0
IQGAP2,0.0
IRAG2,0.0
IRAK1,0.0
IRAK4,0.0
ISLR2,0.0
ISM1,0.0
ITGA11,0.0
ITGA5,0.0
ITGA6,0.0
ITGAM,-0.048469465354814605
ITGAV,-0.08825190234913996
ITGB1,0.0
ITGB1BP1,0.01648240900078085
ITGB1BP2,0.0
ITGB2,0.0
ITGB5,-0.043152300025579855
ITGB6,0.00021883260475689633
ITGB7,0.014524225288744691
ITIH3,0.0
ITM2A,0.0
IVD,-0.0002114514937528313
JAM2,0.0
JCHAIN,0.0
JUN,-0.012063139954902135
KAZALD1,0.0
KCNIP4,0.0
KDR,0.0
KEL,0.011886347744171357
KIFBP,0.0
KIR2DL3,0.0031066223974500515
KIR3DL1,0.0
KIRREL2,0.0
KIT,0.0
KITLG,0.0
KLB,0.0
KLK1,0.0
KLK10,0.0
KLK11,0.0
KLK12,0.0
KLK13,0.007703810497972785
KLK14,0.0
KLK4,0.0
KLK6,0.0
KLRB1,0.0
KLRD1,0.0
KRT18,0.0
KRT19,0.03305820566896518
KRT5,0.0
KYAT1,0.0
KYNU,0.0
L1CAM,-0.008990473095552547
LACTB2,0.0
LAG3,-0.0002546179335036248
LAIR1,0.0
LAIR2,0.002946840698678897
LAMA4,0.0
LAMP3,0.0
LAP3,0.011536854296008214
LAT,0.0
LAT2,0.0
LAYN,0.0
LBP,0.0
LBR,0.0
LDLR,-0.026847962926077107
LEFTY2,-0.019407710640554514
LEP,0.002996419702244656
LEPR,0.0
LGALS1,-0.0026589802835320984
LGALS3,-0.008534608939584715
LGALS4,0.0
LGALS7_LGALS7B,0.0
LGALS8,0.0
LGALS9,-0.003039005883677197
LGMN,0.009674151954071005
LHB,-0.005586242907710614
LHPP,0.0
LIF,-0.024230444609782503
LIFR,0.0
LILRA2,0.0
LILRA5,0.0
LILRB1,-0.010171146528572015
LILRB2,-0.007513409289165779
LILRB4,0.0
LILRB5,0.0
LPCAT2,0.0
LPL,0.0
LRIG1,0.0
LRP1,0.0
LRP11,0.025768525128423484
LRPAP1,0.0
LRRC25,0.0
LRRN1,-0.0005145775736606959
LSM1,-0.0004925067286983643
LSP1,0.0
LTA,0.01247234688641469
LTA4H,0.016695611043600813
LTBP2,0.0771454893751656
LTBP3,-0.010652847111725787
LTBR,0.0
LTO1,-0.020869117667778863
LXN,0.0
LY6D,-0.05595441393826088
LY75,-0.0011014190457177594
LY96,0.0
LYAR,0.0
LYN,0.0
LYPD1,-0.016503787959016827
LYPD3,0.03422906777596473
LYPD8,0.0
MAD1L1,0.00741384445008068
MAEA,0.0
MAGED1,0.0
MANF,0.0
MANSC1,-0.04062821648843097
MAP2K6,0.0
MAP3K5,0.0
MAP4K5,0.0
MAPK9,0.0023362288317290095
MAPT,0.006764784039506644
MARCO,0.0061398220724503795
MASP1,0.001748643235657931
MATN2,0.0
MATN3,0.0
MAVS,0.0
MAX,0.0
MB,0.0
MCAM,0.0
MCFD2,-0.013373474069116192
MDGA1,0.0
MDK,0.0
MED18,0.0
MEGF10,0.004252757386825754
MEGF9,0.0
MEP1B,-0.016092305910709058
MEPE,-0.026922092086007498
MERTK,0.0
MESD,0.0
MET,-0.00986177778533443
METAP1,0.0
METAP1D,0.0
METAP2,0.0
MFAP3,-0.008464399098529403
MFAP5,0.0
MFGE8,0.005722767178664844
MGLL,0.0
MGMT,-0.007799716516381491
MIA,0.0
MICB_MICA,0.017313313204985973
MIF,0.0
MILR1,0.0
MITD1,0.0
MLN,-0.050044184792449126
MME,0.010571442020368256
MMP10,-0.04013155608355992
MMP12,0.01563692715385373
MMP13,0.0
MMP3,0.034429155092196365
MMP7,0.06901657081378659
MMP8,0.004269093518473522
MMP9,0.010931165335574847
MNDA,0.0
MOG,0.0
MPHOSPH8,0.0
MPI,0.0
MPIG6B,0.0
MPO,0.0
MRPL46,-0.01547980979954654
MSLN,0.0
MSMB,0.0
MSR1,0.0
MSRA,0.0
MSTN,0.0
MTPN,0.0
MUC13,0.0
MUC16,0.022412730436462587
MVK,0.0
MYO9B,0.021472566642274656
MYOC,0.0
MZB1,0.0
MZT1,0.0
NAAA,0.0
NADK,-0.02455752083473905
NAMPT,0.0
NBL1,0.008615787242308489
NBN,0.0
NCAM1,0.018617782933299964
NCAM2,0.013775208922137573
NCAN,-0.014733327885393577
NCF2,0.0
NCK2,0.0
NCLN,0.0
NCR1,0.0
NCS1,-0.021687502158981294
NDRG1,0.0
NDUFS6,0.0
NECTIN2,0.0
NECTIN4,0.044915723661795984
NEFL,0.14115527702664202
NELL1,0.014102295712328749
NELL2,-0.024198528634454337
NFASC,-0.027488559248364908
NFATC1,0.0
NFATC3,0.0017218163003279478
NFKBIE,0.014310467311637685
NGF,0.013454413510295242
NID1,0.0
NID2,0.0410326189140451
NINJ1,-0.017809654178653656
NME3,0.0
NMNAT1,0.0
NOMO1,-0.015365050599770723
NOS1,-0.0036323240806860565
NOS3,0.0
NOTCH1,-0.0165556873842675
NOTCH3,-0.021516819395817854
NPDC1,0.0
NPPB,0.03240460521065328
NPPC,0.05328713473959728
NPTN,0.0
NPTX1,0.0
NPTXR,0.0
NPY,0.0
NRCAM,0.0650194913634185
NRP1,0.0
NRP2,0.0
NRTN,0.0
NSFL1C,0.0
NT5C3A,0.0
NT5E,0.0
NTF3,0.0
NTF4,-0.01391540104056236
NTPROBNP,0.0
NTRK2,0.0
NTRK3,-0.022888205319221838
NUB1,0.0
NUCB2,0.03376219211984911
NUDC,0.0
NUDT2,0.0
NUDT5,0.0
NXPH1,-0.005035517154378376
OBP2B,0.0
ODAM,0.0
OGFR,-0.0023931352463802693
OGN,-0.027751405877429518
OLR1,0.001399319922025608
OMD,0.0
OMG,-0.05611684854807778
OPTC,-0.02895821280161476
OSCAR,0.0029284916293597085
OSM,0.0
OSMR,0.0061832202649143245
OXT,0.007999504842916531
P4HB,0.0
PADI2,0.0
PADI4,0.0
PAEP,0.012979124572350065
PAG1,0.0
PAK4,0.0
PAM,0.00039330275745245145
PAMR1,-0.02982751713858257
PAPPA,0.0
PARK7,0.0
PARP1,0.0
PBLD,0.0
PCDH1,-0.04256671901659671
PCDH17,0.0027992648681426056
PCSK9,0.014844399722534192
PDCD1,0.007029408923792551
PDCD1LG2,0.0
PDCD5,0.0
PDCD6,0.009187004958367233
PDGFA,0.0
PDGFB,0.0
PDGFC,0.0
PDGFRA,0.0
PDGFRB,0.0
PDLIM7,0.0
PDP1,-0.013387050351342546
PEAR1,0.01865297993979475
PEBP1,0.0
PECAM1,0.0
PFDN2,-0.010926869869286118
PFKFB2,0.0
PGF,-0.012584002707934864
PGLYRP1,0.0
PHOSPHO1,0.0
PIGR,0.011586519538722818
PIK3AP1,0.0
PIK3IP1,0.0
PILRA,0.0
PILRB,0.0
PKLR,0.0
PLA2G10,0.0
PLA2G15,0.0
PLA2G1B,-0.014367189450562189
PLA2G2A,-0.00040032260664691325
PLA2G4A,0.0
PLA2G7,0.023077023069281468
PLAT,0.0
PLAU,0.0
PLAUR,8.755977849487198e-05
PLIN1,-0.0008821046683110677
PLIN3,0.0
PLPBP,0.0
PLTP,0.0
PLXDC1,-0.0017917119231675048
PLXNA4,0.0
PLXNB2,0.0035553392461583786
PLXNB3,0.0
PM20D1,-0.0038100711516273027
PMVK,0.0
PNLIPRP2,0.011011107770073221
PNPT1,0.0
PODXL,0.0
PODXL2,0.022993535625219847
POLR2F,0.0
PON2,0.0
PON3,0.025537461256619817
PPCDC,0.0
PPIB,0.0
PPM1A,-0.009493050820148235
PPME1,0.0
PPP1R12A,0.0
PPP1R2,0.0
PPP1R9B,0.0
PPP3R1,-0.00789595547169085
PPY,-0.011988325263266056
PQBP1,-0.003847845576199817
PRCP,0.007825178696152957
PRDX1,0.009781275978115886
PRDX3,0.0
PRDX5,0.0
PRDX6,0.0
PREB,0.0
PRELP,0.0
PRKAB1,0.0
PRKAR1A,0.0
PRKCQ,0.005697817100292855
PRKRA,-0.0006001181273346537
PRL,0.029378442618445678
PROC,0.0
PROK1,0.05770831689071945
PRSS2,0.0
PRSS27,0.0
PRSS8,0.08580751806177372
PRTFDC1,0.0
PRTG,0.02580231568526117
PSG1,0.0
PSIP1,0.0
PSMA1,0.0
PSMD9,0.0
PSME1,0.0
PSME2,0.0
PSMG3,0.0
PSPN,0.009961034633494681
PSRC1,0.0
PTEN,-0.0020172416289384143
PTGDS,-0.019936404785099716
PTH1R,0.0
PTK7,0.01873110823151079
PTN,0.0
PTPN1,0.0
PTPN6,0.0
PTPRF,0.0
PTPRM,-0.0271838410052799
PTPRN2,0.03150661432771919
PTPRS,0.0
PTS,-0.033009344860632124
PTX3,0.010820468090740035
PVALB,-0.005345627825601567
PVR,6.124985239099075e-05
PXN,0.0
QDPR,0.0
QPCT,0.0
RAB37,0.0
RAB6A,0.0
RAB6B,0.007455993680820215
RABEPK,0.0
RABGAP1L,0.0
RAD23B,0.0
RANGAP1,-0.0019349729026589186
RARRES1,-0.021519767448246362
RARRES2,0.0023458152778870725
RASA1,-0.013347845820359115
RASSF2,0.0
RBKS,0.0
RBP2,0.0
RBP5,0.0
RCOR1,0.0
REG1A,0.0
REG1B,0.018836747549874487
REG3A,0.0
REG4,0.0
RELT,0.0
REN,0.06142073996403076
RET,0.0
RETN,-0.004162639681037692
RGMA,0.005808434866125271
RGMB,0.0
RGS8,-0.008409589358232442
RHOC,0.0
RILP,0.0
RNASE3,-0.026723158333691044
RNASET2,0.0
RNF41,-0.02808112940921458
ROBO1,0.030262850282093832
ROBO2,0.04183709955989739
ROR1,0.0
RP2,-0.00021534878481289083
RRM2,0.0032480146076228336
RRM2B,0.0
RSPO1,-0.030221176904941426
RSPO3,0.0
RTBDN,0.0
RTN4R,0.0
RUVBL1,0.0
RWDD1,0.0
S100A11,0.0
S100A12,0.008541122322227567
S100A16,-0.004097454312780397
S100A4,0.0
S100P,0.0
SAMD9L,0.0
SCAMP3,0.0
SCARA5,0.0
SCARB1,-0.003760261588322832
SCARB2,0.0
SCARF1,0.0
SCARF2,-0.06152829646401678
SCG2,-0.026177681852474884
SCG3,-0.0036134267629859816
SCGB1A1,-0.062400262722107545
SCGB3A2,0.0
SCGN,0.0
SCLY,0.0
SCP2,0.025280367196534457
SCRN1,0.0
SDC1,0.0
SDC4,-0.08308670707104926
SELE,0.0
SELP,0.0
SELPLG,-0.00870358760395685
SEMA3F,0.0
SEMA4C,0.0
SEMA4D,0.0
SEMA7A,0.0
SEPTIN9,0.0
SERPINA11,0.0
SERPINA9,0.0
SERPINB1,0.0
SERPINB5,0.02554278615450433
SERPINB6,0.0
SERPINB8,0.0
SERPINB9,0.0
