,coefficient
IL18BP,-0.04731342107421464
IL1RL1,0.04227211225181634
IL2RA,0.01891293990896666
IL6R,0.0
IL6ST,0.0
IRAG2,0.0
ITGB1,0.0
ITGB1BP2,0.0
ITGB2,-0.09033426578706809
ITIH3,0.0
KIT,0.0
KITLG,-0.021169219608908316
KYAT1,-0.027313003621854483
LACTB2,0.0
LBP,-0.0043372145978519275
LDLR,-0.02347489465759219
LEP,0.014708901744616018
LEPR,-0.003147589959983994
LGALS1,0.0
LGALS3,-0.010513968639891546
LILRA5,0.016810842787771514
LILRB1,-0.005826929783109253
LILRB2,-0.02590064609283339
LILRB5,-0.004687510272137652
LPL,0.0
LRP11,0.030279733599594842
LTBP2,0.0582302035847842
MARCO,0.0
MB,0.0
MCAM,0.0
MCFD2,0.0
MEGF9,0.009868170592283166
MEP1B,-0.02731185007422528
MET,-0.05644016530985194
MFAP3,-0.0033915060136984324
MFAP5,0.0
MMP7,0.07821470321068758
MNDA,0.0
MPHOSPH8,0.0
MSMB,0.004995249509984679
MSTN,0.0
MTPN,0.0
NADK,-0.04603173078353
NCAM1,0.026323004554651846
NECTIN2,0.02644780699387652
NID1,0.009632311912654354
NOTCH1,-0.028846130906116214
NOTCH3,-0.06978649984717403
NPDC1,0.0
NPPB,0.02295097895900856
NPTXR,-0.0205232536578815
NRCAM,0.06856444421202516
NRP1,0.0
NTRK2,0.0
OLR1,0.08054033436074194
OSMR,0.024631034857501583
PAG1,0.0
PAM,0.00045768444253233036
PCDH17,0.0
PCSK9,0.03267472850498482
PDCD6,0.0008721913180743648
PDGFA,0.0
PDGFRA,0.0
PDGFRB,0.0
PEAR1,0.007899983425194209
PGLYRP1,0.0
PILRB,0.0
PLA2G1B,-0.04440927574663653
PLA2G2A,0.0
PLAT,0.010861812485995187
PLIN3,0.0
PLPBP,0.0
PLTP,0.0
PLXNB2,0.037048148572099183
PLXNB3,0.0
PM20D1,0.0
PON2,0.0
PPIB,0.0
PPP1R2,0.0
PRCP,0.0
PRKAR1A,0.0
PROC,-0.006379210893882857
PRSS2,0.0
PRSS27,0.005438047754812327
PTGDS,-0.0034513044787931324
PTN,0.0006789840489338289
PTPRF,-0.004272810385365026
PTPRS,0.0
QDPR,0.0
QPCT,0.0
RARRES2,0.0
RCOR1,0.0
REG1A,0.005323764627008481
REG1B,0.03100802911193547
REG3A,0.0
REN,0.08335271861167887
RETN,-0.012436335096970725
RNASE3,-0.028718434867196434
RNASET2,0.016152214420284326
ROR1,0.0
S100A11,0.02083849255463515
S100P,0.0
SCARF1,0.0
SDC1,0.024901434301881274
SDC4,-0.101754901282545
SELE,0.0
SELP,0.0
SEMA3F,0.0
SEMA7A,0.004118076378695065
SERPINA11,-0.005538073394608157
SERPINB5,0.04143112786993145
SERPINE1,0.026657057649145933
SFTPD,0.005450385244055058
SIGLEC7,0.0035751981136006995
SIRPA,0.0
SLITRK6,-0.04601022408074094
SNAP23,0.0
SNX9,0.0
SORT1,0.0
SOST,-0.06466498899067903
SPARCL1,-0.012866215309854108
SPON2,-0.00879853843308692
SPP1,0.1086671498659754
SSC4D,-0.006815821476702808
SSC5D,0.0
ST6GAL1,0.0
STK11,0.0
STK4,0.0
SUSD1,0.0
TCL1B,-0.018241058869659706
TCN2,0.0
TFF3,0.06335094696850546
TFPI,0.0
TFRC,0.012637898197710258
TGFBI,0.0
TGFBR3,0.0
TGM2,0.008354826510622687
THBD,0.035868539547266536
THBS4,0.02190811950340382
THOP1,0.03026973937334042
THPO,0.0
TIA1,0.0
TIE1,0.0
TIMD4,0.01313774382232757
TIMP1,0.0
TINAGL1,0.0
TNC,0.024572828933252425
TNF,-0.01752019280928658
TNFRSF10C,0.0
TNFSF13B,0.07183262881995375
TNNI3,0.019758247671467676
TP53INP1,-0.013787396086356977
TSHB,-0.003889908096817374
TSLP,0.0
TSPAN1,-0.018834107435782402
TYMP,0.0
TYRO3,0.012430795661795984
UMOD,-0.04436235327189323
USP8,0.0
VAMP5,0.0
VASN,-0.012891651672906948
VCAM1,0.0
VIM,0.0
VSIR,0.0
VSTM2L,0.0
VWF,0.0
WASF1,0.0
XG,-0.07728979976576873
ZBTB17,0.004474035784783761
