,coefficient
EPCAM,0.0
EPHA1,0.0
EPHA10,0.0
EPHB4,0.0
EPHB6,0.0
EPHX2,0.0
EPO,0.0
EPS8L2,0.0
ERBB2,0.0
ERBB3,0.0
ERBB4,0.0
ERBIN,0.0
EREG,0.0
ERP44,0.0
ESAM,0.0
ESM1,0.0
EZR,0.0
F11R,0.0
F2R,0.0
F3,0.0
F7,0.0
F9,0.0
FABP1,0.0
FABP2,0.0
FABP4,0.0
FABP5,0.0
FABP6,0.0
FABP9,0.0
FADD,0.0
FAM3B,0.0
FAM3C,0.0
FAP,-0.04274121151919333
FAS,0.0
FASLG,0.0
FBP1,0.0
FCAR,-0.017631450286338557
FCER2,0.0
FCGR2A,0.0
FCGR2B,0.0
FCGR3B,0.0
FCN2,0.0
FCRL1,0.0
FCRL2,-0.046642281305671204
FCRL3,0.0
FCRL5,0.0
FCRL6,-0.005608882511473544
FCRLB,0.015576478059657737
FEN1,0.0
FES,0.0
FETUB,0.0
FGF19,0.0
FGF2,0.009742720695008346
FGF21,0.0
FGF23,0.0
FGF5,0.00531907515053446
FGFBP1,0.0
FGFR2,0.0
FGR,0.0
FHIT,0.0
FIS1,0.0
FKBP1B,-0.02633461565294461
FKBP4,0.0
FKBP5,0.0
FKBP7,0.0
FLI1,0.0
FLRT2,0.0
FLT1,0.0
FLT3,0.006001498159882175
FLT3LG,0.0
FLT4,-0.04310522106343006
FMNL1,0.0
FMR1,0.0
FOLR1,0.0
FOLR2,0.0
FOLR3,0.0
FOSB,0.0026751897179161785
FOXO1,0.0
FOXO3,-0.034410733698028814
FRZB,0.0
FST,-0.003376385926476403
FSTL3,0.0
FUCA1,0.0
FURIN,0.0
FUS,0.0
FUT3_FUT5,0.0
FUT8,0.0
FXN,0.0
FXYD5,0.0
FYB1,0.0
GAL,-0.0026186693798370356
GALNT10,0.006682384629642835
GALNT2,0.0
GALNT3,0.00947369917771029
GALNT7,-0.006211336293300994
GAS6,0.0
GBP2,0.0
GBP4,0.0
GCG,0.0
GCNT1,-0.04032162778782111
GDF15,0.05116068619689329
GDF2,0.0
GDNF,-0.0028178970676076645
GFAP,0.0
GFER,0.0
GFOD2,0.0
GFRA1,0.0
GFRA2,0.0037259387263184345
GFRA3,-0.016169662783065693
GGA1,0.0
GGH,0.0
GGT1,0.0
GGT5,0.0
GH1,0.0
GH2,0.0
GHRHR,0.0
GHRL,0.0
GKN1,0.0
GLB1,0.0
GLO1,0.0
GLOD4,0.0
GLRX,0.0
GLT8D2,0.0
GMPR,0.0
GNE,0.0
GNLY,-0.014814114575413396
GOLM2,0.0
GOPC,0.0
GP1BA,0.0
GP2,0.0
GP6,0.0
GPA33,0.0
GPC1,0.0
GPC5,0.0
GPKOW,0.0007871870483091298
GPR37,0.02735118468151028
GRAP2,0.0
GRK5,0.0
GRN,0.0
GRPEL1,0.0
GSAP,0.0
GSTA1,0.0
GSTA3,0.0
GSTP1,-0.0046280513095254315
GUCA2A,0.0
GUSB,0.0
GYS1,0.0
GZMA,-0.01360224875008038
GZMB,-0.02186318250745155
GZMH,0.0
HAGH,0.0
HAO1,0.0
HARS1,0.0
HAVCR1,0.07741072229216582
HAVCR2,0.0
HBEGF,0.0
HBQ1,0.0
HCLS1,0.0
HDGF,0.0
HEBP1,0.0
HEXIM1,0.0
HGF,0.01499659603360138
HGS,0.0
HK2,0.0
HLA_DRA,0.0
HLA_E,0.0
HMBS,0.0
HMOX1,0.0
HMOX2,0.0
HNMT,0.0006988518900613987
HNRNPK,0.0
HPCAL1,0.0
HPGDS,-0.05238598123745007
HS3ST3B1,0.0
HS6ST1,0.0
HSD11B1,0.0
HSP90B1,0.0
HSPA1A,0.0
HSPB1,0.0
HSPB6,0.0
HSPG2,0.0
HTRA2,0.0
HYAL1,0.0
HYOU1,0.0
ICA1,0.0
ICAM1,0.0
ICAM2,0.0
ICAM3,0.06064185522341303
ICAM4,0.0
ICAM5,0.02805545057419301
ICOSLG,0.0
IDI2,0.003414798413935291
IDS,0.0
IDUA,0.0
IFNG,-0.01919134269264214
IFNGR1,0.0
IFNGR2,0.0
IFNL1,0.0
IFNLR1,0.01481666562112345
IGF1R,-0.02687591709715578
IGF2R,0.01839253789560827
IGFBP1,0.0023807141449711127
IGFBP2,0.0
IGFBP3,0.0
IGFBP4,0.0
IGFBP6,-0.042761873311091145
IGFBP7,0.02543563106284771
IGFBPL1,-0.009845574350491498
IGSF3,0.0
IGSF8,0.0
IKBKG,0.0
IKZF2,0.0
IL10,0.0
IL10RA,-0.026795946605583258
IL10RB,0.0
IL11,0.0
IL12A_IL12B,0.0
IL12B,0.0
IL12RB1,0.0
IL13,0.0
IL13RA1,0.022578062056267476
IL15,0.008762399922247376
IL15RA,0.0
IL16,0.0
IL17A,-0.017816236150517667
IL17C,0.0
IL17D,-0.02758621312598939
IL17F,0.0
IL17RA,-0.011610353299690778
IL17RB,0.007358884278592751
IL18,0.0
IL18BP,0.0
IL18R1,0.0
IL18RAP,0.0
IL1A,0.0
IL1B,0.020167282704709077
IL1R1,0.002517473706721633
IL1R2,0.0
IL1RAP,0.0
IL1RL1,0.002884174595647598
IL1RL2,-0.008353271531105084
IL1RN,0.03246311579720721
IL2,0.0
IL20,0.0
IL20RA,0.0
IL22RA1,0.0
IL24,0.0
IL2RA,0.0
IL2RB,0.0
IL32,0.0
IL33,0.0
IL34,0.0
IL3RA,-0.0022478657130757247
IL4,-0.026905356971792634
IL4R,0.0
IL5,0.0
IL5RA,-0.07298960498122303
IL6,0.0
IL6R,0.0
IL6ST,0.0
IL7,0.0
IL7R,0.0
ILKAP,0.0
IMPA1,0.0
ING1,0.0
INHBC,0.0
INPP1,0.0
INPPL1,0.0
IPCEF1,0.0
IQGAP2,0.0
IRAG2,0.0
IRAK1,0.0
IRAK4,0.0
ISLR2,0.0
ISM1,0.0
ITGA11,0.0
ITGA5,0.0
ITGA6,0.0
ITGAM,-0.03658041033034654
ITGAV,-0.03137539293725702
ITGB1,0.0
ITGB1BP1,0.010016098570230995
ITGB1BP2,0.0
ITGB2,-0.009203473653905496
ITGB5,-0.006090734781397646
ITGB6,0.0
ITGB7,0.0
ITIH3,0.0
ITM2A,-0.004020738385971776
IVD,-0.001924120321831737
JAM2,0.0
JCHAIN,0.0
JUN,0.0
KAZALD1,-0.00605056730135162
KCNIP4,0.0
KDR,0.0
KEL,0.0
KIFBP,0.0
KIR2DL3,0.0
KIR3DL1,0.0
KIRREL2,-0.008495325624420853
KIT,0.0
KITLG,0.0
KLB,0.0
KLK1,0.0
KLK10,0.0
KLK11,0.0
KLK12,0.0
KLK13,0.0074495228589785524
KLK14,0.0
KLK4,0.0
KLK6,0.0
KLRB1,-8.194539324002553e-05
KLRD1,0.0
KRT18,0.0
KRT19,0.02180087051305374
KRT5,0.0
KYAT1,0.0
KYNU,-0.030291888011844455
L1CAM,-0.03876258112962746
LACTB2,0.0
LAG3,0.0
LAIR1,0.0
LAIR2,0.0
LAMA4,0.0
LAMP3,0.0
LAP3,0.006961877627134801
LAT,0.0
LAT2,0.0
LAYN,0.0
LBP,0.0
LBR,0.0
LDLR,0.0
LEFTY2,0.0
LEP,0.021666335433522817
LEPR,0.0
LGALS1,0.0
LGALS3,0.0
LGALS4,0.0
LGALS7_LGALS7B,0.0
LGALS8,0.0
LGALS9,0.0
LGMN,0.0
LHB,0.0
LHPP,0.0
LIF,0.0
LIFR,0.0
LILRA2,0.0
LILRA5,0.0
LILRB1,0.0
LILRB2,-0.0017896980356794556
LILRB4,0.0
LILRB5,0.0
LPCAT2,0.0
LPL,0.0
LRIG1,0.0
LRP1,0.0
LRP11,0.0
LRPAP1,0.0
LRRC25,0.0
LRRN1,-0.018138389137663795
LSM1,0.0
LSP1,0.0
LTA,0.0
LTA4H,0.0
LTBP2,0.03778756487742937
LTBP3,0.0
LTBR,0.0
LTO1,0.0
LXN,0.0
LY6D,-0.04195203563010144
LY75,-0.009220671906973892
LY96,0.0
LYAR,0.0
LYN,0.0
LYPD1,0.0
LYPD3,0.0
LYPD8,0.0
MAD1L1,0.0
MAEA,0.0
MAGED1,0.0
MANF,0.0
MANSC1,0.0
MAP2K6,0.0
MAP3K5,0.0
MAP4K5,0.0
MAPK9,0.0
MAPT,0.0
MARCO,0.0
MASP1,0.0
MATN2,0.0
MATN3,0.0
MAVS,0.0
MAX,0.0
MB,0.0
MCAM,0.0
MCFD2,0.0
MDGA1,0.0
MDK,0.0
MED18,0.0
MEGF10,0.00042322109406001915
MEGF9,0.0
MEP1B,-0.030448297543849458
MEPE,0.0
MERTK,0.0
MESD,0.0
MET,0.0
METAP1,0.0
METAP1D,0.0
METAP2,0.0
MFAP3,-0.004139173487822651
MFAP5,0.0
MFGE8,0.0
MGLL,0.0
MGMT,0.0
MIA,0.0
MICB_MICA,7.19447930797471e-05
MIF,0.0
MILR1,0.0
MITD1,0.0
MLN,-0.007555140411597475
MME,0.007932967667086422
MMP10,-0.000189342720163864
MMP12,0.026386938706049523
MMP13,0.0
MMP3,0.0
MMP7,0.02329424259078158
MMP8,0.0
MMP9,0.0
MNDA,0.0
MOG,0.0
MPHOSPH8,0.0
MPI,0.0
MPIG6B,0.0
MPO,0.0
MRPL46,0.0
MSLN,0.0
MSMB,-0.0019563655799158383
MSR1,0.0
MSRA,0.0
MSTN,0.0
MTPN,-0.02009529206993901
MUC13,0.0
MUC16,0.0
MVK,0.0
MYO9B,0.01678594243595927
MYOC,0.0
MZB1,0.0
MZT1,0.0
NAAA,-0.04779514235805907
NADK,0.0
NAMPT,0.0
NBL1,0.0
NBN,0.0
NCAM1,0.0
NCAM2,0.002323621310657638
NCAN,-0.004602984699041314
NCF2,0.0
NCK2,0.0
NCLN,0.0
NCR1,-0.014220054279293856
NCS1,0.0
NDRG1,0.0
NDUFS6,0.0
NECTIN2,0.0
NECTIN4,0.0
NEFL,0.11986250447284315
NELL1,0.0
NELL2,0.0
NFASC,0.0
NFATC1,0.0
NFATC3,0.0
NFKBIE,0.0
NGF,0.011661206617803855
NID1,0.0
NID2,0.009640691412990298
NINJ1,0.0
NME3,0.0
NMNAT1,0.0
NOMO1,-0.0006730168802425155
NOS1,0.0
NOS3,0.0
NOTCH1,-0.020303607783873818
NOTCH3,-0.02229989045679576
NPDC1,0.0
NPPB,0.03453466354419539
NPPC,0.0
NPTN,0.0
NPTX1,-0.012850780822991813
NPTXR,0.0
NPY,0.0
NRCAM,0.073490720542299
NRP1,0.0
NRP2,0.0
NRTN,0.0
NSFL1C,0.0
NT5C3A,0.0
NT5E,0.0
NTF3,0.0
NTF4,-0.0036095290192737616
NTPROBNP,0.014818505913822656
NTRK2,0.0
NTRK3,0.0
NUB1,0.0
NUCB2,0.011189964565951822
NUDC,0.0
NUDT2,-0.007353759994265424
NUDT5,0.0
NXPH1,-0.023618701352292513
OBP2B,-0.013190503182332362
ODAM,0.02299266533805321
OGFR,-0.03619148207197788
OGN,-0.029787524199823067
OLR1,0.002902413089833915
OMD,0.0
OMG,0.0
OPTC,0.0
OSCAR,0.0
OSM,0.0
OSMR,0.0
OXT,0.0
P4HB,0.0
PADI2,0.011585534290571062
PADI4,0.0
PAEP,0.0
PAG1,0.0
PAK4,0.0
PAM,-0.015721584154162114
PAMR1,-0.03692687972622222
PAPPA,0.0
PARK7,0.0
PARP1,0.0
PBLD,0.0
PCDH1,-0.055352326346760114
PCDH17,0.0
PCSK9,0.0
PDCD1,0.0
PDCD1LG2,0.0
PDCD5,0.0
PDCD6,0.0016946357264906815
PDGFA,0.0
PDGFB,0.0
PDGFC,0.0
PDGFRA,0.0
PDGFRB,0.0
PDLIM7,0.0
PDP1,-0.010745660786074685
PEAR1,0.0
PEBP1,0.0
PECAM1,0.0
PFDN2,0.0
PFKFB2,0.0
PGF,0.0
PGLYRP1,0.0
PHOSPHO1,0.0
PIGR,0.0
PIK3AP1,0.0
PIK3IP1,0.0
PILRA,0.0
PILRB,0.0
PKLR,0.0
PLA2G10,0.0
PLA2G15,0.0
PLA2G1B,0.0
PLA2G2A,0.0
PLA2G4A,0.0
PLA2G7,0.0013675975449985982
PLAT,0.0
PLAU,0.0
PLAUR,0.0
PLIN1,0.0
PLIN3,0.0
PLPBP,0.0
PLTP,0.0
PLXDC1,-0.010773805077210178
PLXNA4,0.0
PLXNB2,0.0
PLXNB3,0.0
PM20D1,-0.023418083517033613
PMVK,0.0
PNLIPRP2,0.0040773866969730605
PNPT1,0.0
PODXL,0.0
PODXL2,0.0
POLR2F,0.0
PON2,0.0
PON3,0.0
PPCDC,0.0
PPIB,0.0
PPM1A,-0.016112571958185305
PPME1,0.0
PPP1R12A,0.0
PPP1R2,0.0
PPP1R9B,0.0
PPP3R1,0.0
PPY,-0.008039300315577577
PQBP1,0.0
PRCP,0.0
PRDX1,0.0
PRDX3,0.0
PRDX5,0.0
PRDX6,0.0
PREB,0.010313995466318242
PRELP,-0.0012240647833292135
PRKAB1,0.0
PRKAR1A,0.0
PRKCQ,0.0006954242784789387
PRKRA,0.0
PRL,0.0
PROC,0.0
PROK1,0.05855932740602924
PRSS2,0.0
PRSS27,0.0
PRSS8,0.022655391677414496
PRTFDC1,0.0
PRTG,0.0
PSG1,0.0
PSIP1,0.0
PSMA1,0.0
PSMD9,0.0
PSME1,0.0
PSME2,0.0
PSMG3,0.0
PSPN,0.0
PSRC1,0.0
PTEN,-0.009174834903937614
PTGDS,0.0
PTH1R,0.0
PTK7,0.02503126724217713
PTN,0.0
PTPN1,0.0
PTPN6,0.0
PTPRF,0.0
PTPRM,-0.026658260871030535
PTPRN2,0.0
PTPRS,0.0
PTS,-0.0027714383320525085
PTX3,0.0
PVALB,0.0
PVR,0.0
PXN,0.0
QDPR,0.0
QPCT,0.0
RAB37,0.0
RAB6A,0.0
RAB6B,0.0
RABEPK,0.0
RABGAP1L,0.0
RAD23B,0.0
RANGAP1,0.0
RARRES1,-0.047837628622974214
RARRES2,0.0
RASA1,0.0
RASSF2,0.0
RBKS,0.0
RBP2,0.0
RBP5,0.0
RCOR1,0.014527930934778506
REG1A,0.0
REG1B,0.03861881827437681
REG3A,0.0
REG4,0.0
RELT,0.0
REN,0.059150069794893886
RET,0.0
RETN,0.0
RGMA,0.0
RGMB,0.0
RGS8,0.0
RHOC,0.0
RILP,0.0
RNASE3,-0.040004811425466386
RNASET2,0.0
RNF41,0.0
ROBO1,0.058407786769326044
ROBO2,0.035023337924705085
ROR1,0.0
RP2,0.0
RRM2,0.0
RRM2B,0.0
RSPO1,-0.04195206340385373
RSPO3,0.0
RTBDN,0.0
RTN4R,0.0
RUVBL1,0.0
RWDD1,0.0
S100A11,0.0
S100A12,0.0
S100A16,0.0
S100A4,0.0
S100P,-0.005284575552360144
SAMD9L,0.0
SCAMP3,0.0
SCARA5,0.0
SCARB1,0.0
SCARB2,0.0
SCARF1,0.0
SCARF2,-0.012244593164116892
SCG2,0.0
SCG3,0.0
SCGB1A1,-0.04378342885276548
SCGB3A2,0.0
SCGN,0.0
SCLY,0.0
SCP2,0.0
SCRN1,0.0
SDC1,0.01569217921931281
SDC4,-0.04559847771993267
SELE,0.0
SELP,0.0
SELPLG,0.0
SEMA3F,0.0
SEMA4C,0.0
SEMA4D,0.0
SEMA7A,0.0
SEPTIN9,0.0
SERPINA11,0.0
SERPINA9,0.0
SERPINB1,0.0
SERPINB5,0.0
SERPINB6,0.0
SERPINB8,0.0
SERPINB9,0.0
SERPINE1,0.0
SESTD1,0.0
SETMAR,0.0
SEZ6L,-0.04069596629476901
SEZ6L2,0.0
SF3B4,0.0
SFRP1,0.022124363275132064
SFTPA1,0.05710595329963286
SFTPA2,0.015265847149098464
SFTPD,0.0
SH2B3,0.0
SH2D1A,0.0
SHMT1,0.0
SIAE,0.0
SIGLEC1,0.0
SIGLEC10,-0.025102141093156487
SIGLEC15,0.0
SIGLEC5,0.002743064947565797
SIGLEC6,0.0
SIGLEC7,0.0
SIGLEC9,-0.0122183828901392
SIRPA,0.0
SIRPB1,0.0
SIRT2,0.0
SIRT5,0.0
SIT1,0.0
SKAP1,-0.05033813046756929
SKAP2,0.0
SLAMF1,0.015303758394166228
SLAMF6,0.04321842999681813
SLAMF7,0.01609481092593643
SLAMF8,-0.0022298243658216517
SLC16A1,0.0
SLC27A4,0.0
SLC39A14,0.0
SLC39A5,0.0
SLIT2,0.0
SLITRK2,-0.05209691247457842
SLITRK6,0.0
SMAD1,0.0
SMAD5,0.0
SMARCA2,0.0
SMOC1,0.0
SMOC2,0.0
SMPD1,0.0
SMPDL3A,-0.015326503974509763
SNAP23,0.0
SNAP29,0.0
SNCG,-0.008409836439925378
SNX9,0.0
SOD2,0.0
SORCS2,0.0
SORD,0.0
SORT1,0.0
SOST,-0.05968774271955752
SPARC,0.0
SPARCL1,0.0
SPINK1,0.0
SPINK4,0.0
SPINK5,-0.015043084231462731
SPINK6,0.0
SPINT1,0.04381015636704249
SPINT2,0.0
SPOCK1,0.018463475078988566
SPON1,0.07178645375316363
SPON2,0.0
SPP1,0.06402056702024149
SPRY2,0.0
SRC,0.0
SRP14,0.0
SRPK2,0.0
SSB,-0.0022994829735754328
SSC4D,0.0
SSC5D,0.0
ST3GAL1,0.0
ST6GAL1,0.0
STAMBP,0.0
STAT5B,0.0
STC1,0.0
STC2,0.0
STIP1,0.0
STK11,0.0
STK24,0.0
STK4,0.0
STX16,0.0
STX4,0.0
STX6,0.0
STX8,0.0
STXBP3,0.0
SUGT1,0.0
SULT1A1,0.0
SULT2A1,0.0
SUMF2,0.0
SUSD1,0.0
SUSD2,0.0
TACC3,0.0
TAFA5,0.0
TANK,0.0
TARBP2,0.0
TBC1D17,0.0
TBC1D23,0.0
TBC1D5,0.0
TBCB,0.0
TBCC,0.0
TBL1X,0.0
TCL1A,0.0
TCL1B,0.0
TCN2,0.0
TDGF1,0.004735020358535758
TDRKH,0.0
TEK,0.0
TFF1,0.0
TFF2,0.0
