,coefficient
CLEC1A,-0.002243561205744904
CLEC5A,-0.0
CLTA,0.0005047759938990697
CLUL1,-0.00022922483675934696
CNDP1,-0.001327459159835777
CNPY2,-8.84246344388012e-06
CNST,-0.0
CNTN1,-0.0017162746329153356
COL18A1,-0.0013593381717710812
COL1A1,-0.0008351474654025448
COL4A1,0.001665303984608664
COL6A3,0.0019520732230360492
COMP,-0.0017138664450424253
COMT,0.0004157813499621081
CPA1,0.0016514927731254524
CPB1,-0.0012324778903865957
CR2,0.0006591644997881696
CRHR1,0.0
CRTAC1,0.0013486849636176318
CRX,0.0001541896268282738
CST3,-0.0
CTF1,-4.88732715650179e-05
CTSB,-0.0016622912049559504
CTSH,-0.0
CTSL,0.0031024836255937075
CTSZ,-0.0002172970881237115
CXCL16,0.001113522888540248
CXCL5,0.0005927555231650197
DCN,0.0011923128273622565
DCTPP1,5.0680489511085295e-05
DDC,0.0
DIABLO,0.0
DKK3,0.0006889478570816953
DLK1,-0.001797235663331917
DNAJB8,7.967779346902408e-05
DOK2,-0.0
DPP4,-0.002522617588743808
DPP7,0.0
DPT,0.0014095129128662168
DUOX2,-0.0009017174405138757
EDIL3,0.0012163570547973426
EFEMP1,0.0
EGFR,-0.004062793072699778
EIF4EBP1,-0.0
ENG,0.0004659422808443624
ENPP2,-0.0036722251469622613
ENTPD5,0.0
ENTPD6,0.0005831323264366183
EPHB4,0.001529881635923953
EPHX2,0.0
ESAM,0.0005876627274720935
F7,-0.0007284030142989758
F9,0.0
FABP2,-7.176640928010161e-05
FABP4,0.002605597845959116
FABP6,0.00029205163002600905
FADD,0.0
FAM3C,0.0
FAP,-0.0024534931017276586
FAS,-0.0
FBP1,-0.0008556695000209236
FCGR2A,0.00017764124714767781
FCGR3B,0.0003407741956483992
FCN2,-0.0003249288917541026
FCRL1,0.0
FETUB,0.00189350164452437
FUCA1,0.0007224238420814124
GAS6,-6.14588287398312e-05
GDF15,0.00554130441740157
GDF2,-0.002112412254152071
GGH,0.0
GH1,0.00012679498623099352
GHRL,-0.0010707524581988134
GLO1,0.0019120026774234575
GLRX,-0.0010410114465278393
GP1BA,-0.00027356689246463457
GP2,-0.0006277887074080564
GPR37,-0.0006042228505461958
GRAP2,0.0028836488213961923
GRK5,-0.0001785731302636576
GSTA1,0.0012052959213666673
GUSB,0.003058080675801497
GYS1,-0.0
GZMH,0.00015091189866156063
HEBP1,-0.00014150652087909952
HK2,0.0
HMOX1,-0.0015438847056698766
HNRNPK,-0.0
HSPB1,-0.0008308602398957166
HSPG2,-0.0014236073336092708
HYAL1,0.0019744356849333996
HYOU1,-0.0025264311407275147
ICAM1,-0.00020760904716046958
ICAM2,0.000572484963720206
ICAM3,-0.0
ICAM5,0.0016373204907892311
IGFBP1,-0.0013019303601366215
IGFBP2,0.002246654509877102
IGFBP3,-0.003362193436860294
IGFBP6,-0.0016742471706976715
IGFBP7,0.0020926350881383927
IGFBPL1,-0.0018638104994573162
IGSF8,0.00011321032647592871
IL18BP,0.0
IL1RL1,-0.0
IL2RA,-0.0006513372947999452
IL6R,-0.0002967134282577173
IL6ST,5.033598940546235e-05
IRAG2,0.0009793460057216583
ITGB1,0.0001460893283217795
ITGB1BP2,-0.0
ITGB2,-0.001825098439775589
ITIH3,-0.0011619847972289088
KIT,-0.0024811773696618348
KITLG,0.0
KYAT1,-0.0022432560260128246
LACTB2,-3.942773412343217e-05
LBP,-0.0007900279181671861
LDLR,0.0013828877791186194
LEP,0.00808935737877233
LEPR,0.0002337087926151729
LGALS1,-0.0
LGALS3,0.003385408917065818
LILRA5,0.0012167822613042617
LILRB1,-6.939978134895796e-05
LILRB2,-0.0004180854634882079
LILRB5,-0.00042238991096916773
LPL,0.0003129419934837056
LRP11,0.0017592854838457007
LTBP2,0.0018233327678425439
MARCO,-0.00031943767289958577
MB,-1.9832978028575498e-05
MCAM,0.0
MCFD2,0.0002073937868623877
MEGF9,0.0005043876104050132
MEP1B,-0.0015142321842054856
MET,-0.0036872694981828925
MFAP3,0.0
MFAP5,-0.0005148031766519898
MMP7,0.0011505669281166317
MNDA,0.0
MPHOSPH8,-0.0005366883818591802
MSMB,-0.0006722784817757766
MSTN,-0.0
MTPN,0.00033118376283950487
NADK,-0.002903096990965267
NCAM1,-0.0015785544021327152
NECTIN2,-0.0012021756787156655
NID1,-0.0011375719705734632
NOTCH1,0.0
NOTCH3,-0.0
NPDC1,-0.0
NPPB,0.0020919304456001853
NPTXR,-0.00017937045883732413
NRCAM,-4.1748693705515544e-05
NRP1,0.0011804674062633788
NTRK2,0.0
OLR1,0.003621288100525963
OSMR,0.0013235017805954255
PAG1,0.0011443847346384963
PAM,0.000571840349830448
PCDH17,-0.0
PCSK9,0.0031239762524350426
PDCD6,0.0009017478861241587
PDGFA,0.00015296068557707626
PDGFRA,0.0
PDGFRB,0.0001634787146663841
PEAR1,0.0007792816153072816
PGLYRP1,-0.0009758057304124879
PILRB,0.0004060926052974963
PLA2G1B,-0.00017368564215622772
PLA2G2A,0.00018581753914391805
PLAT,0.0010259835168206421
PLIN3,0.0015323140500137348
PLPBP,-0.0
PLTP,-0.0017535554898141816
PLXNB2,0.0010716342037421444
PLXNB3,-0.0
PM20D1,-0.00015969193657450531
PON2,-0.00035319598255449685
PPIB,-0.0
PPP1R2,0.0
PRCP,-0.0
PRKAR1A,0.0
PROC,0.0053061515103539
PRSS2,0.0
PRSS27,-0.0013498111501385895
PTGDS,-0.0
PTN,0.0013898730443917893
PTPRF,-0.00156165000994372
PTPRS,0.0010879344094074572
QDPR,-0.0
QPCT,-0.0017094896482519756
RARRES2,0.0017825891410146427
RCOR1,0.0
REG1A,0.0005149836359862614
REG1B,0.0010927654459267318
REG3A,-0.0011125161558757765
REN,0.004372960846654067
RETN,-0.0004423975724771151
RNASE3,6.004474063642793e-05
RNASET2,0.0006442867686785473
ROR1,0.0006686866478679963
S100A11,-0.0015978734423088535
S100P,0.00025664640119578733
SCARF1,0.0
SDC1,-0.00011828418408356562
SDC4,-0.0002537615124300339
SELE,-0.0011055186288321827
SELP,-0.0
SEMA3F,-0.0014463731004599513
SEMA7A,-0.0
SERPINA11,-0.0005158450684941838
SERPINB5,-0.0
SERPINE1,-0.0
SFTPD,-0.00075838934122059
SIGLEC7,-0.00040516501966848453
SIRPA,0.0007578048272184061
SLITRK6,-0.0006603186300747407
SNAP23,-0.0008531348345565385
SNX9,0.0
SORT1,-0.0012437608314487332
SOST,-0.0019117493580776902
SPARCL1,-0.00013258520670238224
SPON2,-0.00045741298865545403
SPP1,0.0005444562086618891
SSC4D,-0.0007803355556703609
SSC5D,0.0015400541353424197
ST6GAL1,-0.00040523169169310046
STK11,-0.0015651792864468743
STK4,0.0
SUSD1,-0.0016504760606322894
TCL1B,0.00024716234815380834
TCN2,0.0004246051712553807
TFF3,-0.0
TFPI,-0.0013709324769841402
TFRC,0.0003143323861059506
TGFBI,-0.0011520274832234913
TGFBR3,0.001314000918860135
TGM2,-0.0
THBD,-0.0
THBS4,0.0009399142252940638
THOP1,-0.0
THPO,0.0010804417544003097
TIA1,0.000798056072554103
TIE1,-0.00026447350635838896
TIMD4,0.0021243463676813407
TIMP1,0.0
TINAGL1,-0.00023647038355915497
TNC,0.001187680569204235
TNF,0.0007125758673257037
TNFRSF10C,-0.0002961848439065758
TNFSF13B,0.003446770031932737
TNNI3,-0.00015492066028844882
TP53INP1,0.0003798189427911954
TSHB,-0.0031993624081476037
TSLP,-0.0002861324664013147
TSPAN1,-0.0010171978085567461
TYMP,-0.0007776747513551607
TYRO3,-0.0
UMOD,-0.00019866158077613174
USP8,0.001471049217532524
VAMP5,-0.001542636296276214
VASN,0.0016053359345873472
VCAM1,0.0
VIM,-0.0007250468911673243
VSIR,-0.0001071558873568935
VSTM2L,0.001085461020188031
VWF,0.0011044096177720837
WASF1,-0.0
XG,-0.0
ZBTB17,0.0007945276726735737
Clinical_LDL_C,-0.0
VLDL_size,0.00046764939825255804
LDL_size,-0.0007385592220920621
HDL_size,-0.0
Phosphoglyc,0.0
Cholines,0.0
Phosphatidylc,0.00016280374698042803
Sphingomyelins,0.0
ApoB,-0.0
ApoA1,0.0
Unsaturation,0.0
Omega_3,-0.0004954188330452879
Omega_6,0.0
MUFA,0.006681050320276513
SFA,0.0
LA,-0.0023848402028626967
DHA,-0.00020647298238347258
Ala,-0.0013860430692440784
Gln,0.0006367432054526908
Gly,0.0
His,-0.0010162252675482812
Ile,0.00017422247889222514
Leu,9.585854635118012e-05
Val,-0.0022604468670272015
Phe,0.0003752041964652253
Tyr,-0.0003088420433451945
Glucose,0.0027190427120601553
Lactate,-0.00019111422576700596
Pyruvate,-0.001987805505668822
Citrate,-0.002296537606191334
bOHbutyrate,-3.9700921949366544e-05
Acetate,0.00044521033919073044
Acetoacetate,0.0003322816404695971
Acetone,0.0006217046470567522
Creatinine,0.0005390080400907188
Albumin,-0.00035221353409514835
GlycA,0.005516752319478052
XXL_VLDL_P,-0.0
XXL_VLDL_PL,-0.0
XXL_VLDL_CE,-0.006300719651104479
XXL_VLDL_FC,-0.0
XXL_VLDL_TG,0.0
XL_VLDL_P,-0.0
XL_VLDL_PL,-0.0
XL_VLDL_CE,-0.0
XL_VLDL_FC,-0.0
XL_VLDL_TG,-0.0
L_VLDL_P,-0.0
L_VLDL_PL,-0.0
L_VLDL_CE,-0.0
L_VLDL_FC,-0.0
L_VLDL_TG,-0.0
M_VLDL_P,-0.0
M_VLDL_PL,-0.0
M_VLDL_CE,0.0
M_VLDL_FC,-0.0
M_VLDL_TG,-0.0
S_VLDL_P,-0.0
S_VLDL_PL,-0.0
S_VLDL_CE,-0.0
S_VLDL_FC,-0.0
S_VLDL_TG,-0.0
XS_VLDL_P,-0.0
XS_VLDL_PL,-0.0
XS_VLDL_CE,-0.0
XS_VLDL_FC,-0.0
XS_VLDL_TG,0.0
IDL_P,-0.001496079576518172
IDL_PL,-0.0007915726697176249
IDL_CE,-0.0006331182661740387
IDL_FC,-0.0016698535338574942
IDL_TG,0.0
L_LDL_P,-0.0
L_LDL_PL,-0.0
L_LDL_CE,-0.0
L_LDL_FC,-0.0
L_LDL_TG,0.0
M_LDL_P,-0.0
M_LDL_PL,-0.0
M_LDL_CE,-0.0
M_LDL_FC,-0.0
M_LDL_TG,0.0
S_LDL_P,-0.0
S_LDL_PL,-0.00092522054683262
S_LDL_CE,-0.0
S_LDL_FC,-0.0
S_LDL_TG,-0.0
XL_HDL_P,0.0
XL_HDL_PL,0.0
XL_HDL_CE,0.0
XL_HDL_FC,-0.0003133311237182727
XL_HDL_TG,-0.0
L_HDL_P,0.0
L_HDL_PL,0.0
L_HDL_CE,0.0
L_HDL_FC,0.0
L_HDL_TG,-0.0006516721494444205
M_HDL_P,0.0
M_HDL_PL,0.0
M_HDL_CE,0.0
M_HDL_FC,0.0
M_HDL_TG,-0.0
S_HDL_P,0.0
S_HDL_PL,0.0
S_HDL_CE,0.0
S_HDL_FC,0.0
S_HDL_TG,-0.0
age,-0.004419142765489534
